task_id,commit,parent_base_commit,task_time,time_bucket,module_family,preliminary_risk_label,changed_implementation_files,changed_test_files,pytest_entry_files,public_source_context_reference,expected_targeted_verifier_command
sphinx__hist__0214,c86e90842fd9dc0c08d34a8d556c936f392633b4,dbb4da375f5ad2a14e44dc83a1cfd4d186a3b988,2024-03-14T12:26:35+01:00,2024_plus,extensions,normal,sphinx/ext/autodoc/__init__.py,tests/roots/test-ext-autodoc/target/singledispatchmethod_classmethod.py;tests/test_extensions/test_ext_autodoc.py,tests/test_extensions/test_ext_autodoc.py,pr_or_issue:11284,python -m pytest <changed_tests> -q
sphinx__hist__0218,da0733b338d1eb1f5b2c5488c36e969d44694906,078a80a42d13e80da1892d4b3d5cbbd1423e00a7,2024-03-21T12:36:36+01:00,2024_plus,extensions,normal,sphinx/ext/autodoc/importer.py,tests/roots/test-ext-autodoc/target/enums.py;tests/test_extensions/test_ext_autodoc.py,tests/test_extensions/test_ext_autodoc.py,pr_or_issue:11596,python -m pytest <changed_tests> -q
sphinx__hist__0223,430866e029c7fddc0da65613dc32b732424b6fb7,448cb9931d4d22a05c90dd3d87e92b3bd91e7756,2024-03-27T12:59:24+01:00,2024_plus,config,normal,sphinx/config.py,tests/test_builders/test_build_warnings.py,tests/test_builders/test_build_warnings.py,pr_or_issue:12203,python -m pytest <changed_tests> -q
sphinx__hist__0228,67303920fe57355093042b85897cbf48857fb2df,e1d5235d5d68566c9676c142a8e6424daee75b81,2024-04-12T23:32:12+01:00,2024_plus,builders,normal,sphinx/testing/fixtures.py,tests/test_builders/test_build_html_image.py;tests/test_builders/test_build_latex.py,tests/test_builders/test_build_html_image.py;tests/test_builders/test_build_latex.py,pr_or_issue:12095,python -m pytest <changed_tests> -q
sphinx__hist__0232,a66546895ed16d4b61ba82e0ff77a23b5816833c,50895827ba551a5a8825e7af697bd1a3661de1a3,2024-04-25T04:43:45+02:00,2024_plus,extensions,normal,sphinx/ext/imgconverter.py;sphinx/transforms/post_transforms/images.py;sphinx/util/images.py,tests/test_transforms/test_transforms_post_transforms_images.py,tests/test_transforms/test_transforms_post_transforms_images.py,pr_or_issue:12224,python -m pytest <changed_tests> -q
sphinx__hist__0237,d7e1bfeb4b786a20de9c7423af736af91f3c58b0,0e3f5b4ab252dd041b7f6681f3d1dd0ff1ef448c,2024-06-20T13:12:37+02:00,2024_plus,extensions,normal,sphinx/ext/apidoc.py;sphinx/util/osutil.py,tests/test_extensions/test_ext_apidoc.py,tests/test_extensions/test_ext_apidoc.py,pr_or_issue:12448,python -m pytest <changed_tests> -q
sphinx__hist__0242,3209275a4ab0dee8cc6e8fecb9fdf127b95f9ec9,778013f91a650f585bd7bf346d781d5bd9392e46,2024-07-03T04:03:41+02:00,2024_plus,util,normal,sphinx/util/typing.py,tests/test_util/test_util_typing.py,tests/test_util/test_util_typing.py,pr_or_issue:12258,python -m pytest <changed_tests> -q
sphinx__hist__0246,c67ef51df9b2b7c623f076612da4b6958ca92b54,7eb77f2372c5f245400222d026a54406a3828325,2024-07-09T20:59:49+01:00,2024_plus,extensions,normal,sphinx/ext/autodoc/directive.py;sphinx/util/nodes.py;sphinx/util/parsing.py;sphinx/util/typing.py,tests/test_util/test_util_docutils_sphinx_directive.py,tests/test_util/test_util_docutils_sphinx_directive.py,pr_or_issue:12522,python -m pytest <changed_tests> -q
sphinx__hist__0251,e38a60d3f2480c394b3eb49f5743ae7206d7ffa0,91c5cd3abd39fc6dc6d4a7333427c4b875dbbe4a,2024-07-11T04:15:54-07:00,2024_plus,domains,normal,sphinx/domains/python/__init__.py,tests/test_domains/test_domain_py.py;tests/test_domains/test_domain_py_pyobject.py,tests/test_domains/test_domain_py.py;tests/test_domains/test_domain_py_pyobject.py,pr_or_issue:11989,python -m pytest <changed_tests> -q
sphinx__hist__0256,159c26715be2f296b57338f37fcc6edd80719a7d,02c265ce23afe2de49c1a8077a11e040321cdbc5,2024-07-14T01:52:55+02:00,2024_plus,util,normal,sphinx/util/typing.py,tests/test_util/test_util_typing.py,tests/test_util/test_util_typing.py,pr_or_issue:11785,python -m pytest <changed_tests> -q
sphinx__hist__0260,2a30bb661f575e47be136c4ab0cf91f5f2520300,aeebfabe09fa7aaf3465079e120ce518d30a1af4,2024-07-15T06:17:36+02:00,2024_plus,builders,normal,sphinx/writers/latex.py,tests/test_builders/test_build_html.py;tests/test_builders/test_build_latex.py;tests/test_domains/test_domain_py.py,tests/test_builders/test_build_html.py;tests/test_builders/test_build_latex.py;tests/test_domains/test_domain_py.py,pr_or_issue:12561,python -m pytest <changed_tests> -q
sphinx__hist__0265,e61f56950d624f5fa540a1c8d4e3baedd2889bd0,47757c4062a6421feeaf0ae2ded89896d6cb3526,2024-07-17T21:42:21+01:00,2024_plus,extensions,wide_changed_test_oracle,sphinx/ext/autosummary/generate.py;sphinx/project.py,tests/roots/test-ext-autosummary-module_prefix/conf.py;tests/roots/test-ext-autosummary-module_prefix/pkg/__init__.py;tests/roots/test-ext-autosummary-module_prefix/pkg/mod0/__init__.py;tests/roots/test-ext-autosummary-module_prefix/pkg/mod1/__init__.py;tests/test_extensions/test_ext_autosummary.py;tests/test_extensions/test_ext_autosummary_imports.py,tests/test_extensions/test_ext_autosummary.py;tests/test_extensions/test_ext_autosummary_imports.py,pr_or_issue:12609,python -m pytest <changed_tests> -q
sphinx__hist__0270,6c486a575c858b8b82d2580b76c410121663505f,2bd973e7191c5bc382c1a92b37ab1f20268f42d6,2024-07-20T15:31:53+02:00,2024_plus,util,normal,sphinx/util/fileutil.py;sphinx/util/osutil.py,tests/roots/test-util-copyasset_overwrite/myext.py;tests/test_util/test_util_fileutil.py,tests/test_util/test_util_fileutil.py,pr_or_issue:12627,python -m pytest <changed_tests> -q
sphinx__hist__0275,9e3f4521db37f3216e1b256f6227ed852f54b879,8c6d234e961eaf945567755863d377fa27dc6f22,2024-07-22T15:05:15+01:00,2024_plus,builders,wide_changed_test_oracle,sphinx/_cli/__init__.py;sphinx/application.py;sphinx/builders/html/__init__.py;sphinx/builders/latex/transforms.py;sphinx/builders/linkcheck.py;sphinx/cmd/quickstart.py;sphinx/config.py;sphinx/domains/__init__.py;sphinx/domains/c/_ast.py;sphinx/domains/c/_parser.py;sphinx/domains/cpp/_ast.py;sphinx/domains/cpp/_parser.py;sphinx/domains/cpp/_symbol.py;sphinx/domains/math.py;sphinx/domains/python/_object.py;sphinx/domains/std/__init__.py;sphinx/environment/__init__.py;sphinx/environment/adapters/indexentries.py;sphinx/environment/adapters/toctree.py;sphinx/events.py;sphinx/ext/autodoc/__init__.py;sphinx/ext/autodoc/directive.py;sphinx/ext/autodoc/preserve_defaults.py;sphinx/ext/doctest.py;sphinx/ext/intersphinx/_load.py;sphinx/ext/intersphinx/_shared.py;sphinx/ext/napoleon/docstring.py;sphinx/jinja2glue.py;sphinx/locale/__init__.py;sphinx/pycode/ast.py;sphinx/pycode/parser.py;sphinx/registry.py;sphinx/testing/path.py;sphinx/testing/util.py;sphinx/theming.py;sphinx/transforms/__init__.py;sphinx/util/cfamily.py;sphinx/util/display.py;sphinx/util/docfields.py;sphinx/util/docutils.py;sphinx/util/fileutil.py;sphinx/util/i18n.py;sphinx/util/inspect.py;sphinx/util/inventory.py;sphinx/util/matching.py;sphinx/util/nodes.py;sphinx/util/osutil.py;sphinx/util/parallel.py;sphinx/util/requests.py;sphinx/util/template.py;sphinx/util/typing.py;sphinx/writers/latex.py;sphinx/writers/texinfo.py;sphinx/writers/text.py,tests/test_config/test_config.py;tests/test_extensions/test_ext_autodoc_autoclass.py;tests/test_extensions/test_ext_autosummary.py;tests/test_extensions/test_ext_napoleon_docstring.py;tests/test_transforms/test_transforms_post_transforms.py;tests/test_util/test_util_console.py;tests/test_util/test_util_inspect.py;tests/test_util/test_util_typing.py,tests/test_config/test_config.py;tests/test_extensions/test_ext_autodoc_autoclass.py;tests/test_extensions/test_ext_autosummary.py;tests/test_extensions/test_ext_napoleon_docstring.py;tests/test_transforms/test_transforms_post_transforms.py;tests/test_util/test_util_console.py;tests/test_util/test_util_inspect.py;tests/test_util/test_util_typing.py,pr_or_issue:12633,python -m pytest <changed_tests> -q
sphinx__hist__0279,3b009cd627ae05310bb3cc9820ed7dd04014e79e,61daf1c27cb0366181319e7771f4ff01f0e3ae27,2024-07-23T01:21:29+01:00,2024_plus,builders,large_implementation_surface,sphinx/_cli/__init__.py;sphinx/builders/html/__init__.py;sphinx/config.py;sphinx/domains/__init__.py;sphinx/domains/c/_ast.py;sphinx/domains/cpp/_ast.py;sphinx/environment/adapters/indexentries.py;sphinx/ext/intersphinx/_shared.py;sphinx/util/cfamily.py;sphinx/util/i18n.py;sphinx/util/typing.py,tests/test_config/test_config.py,tests/test_config/test_config.py,pr_or_issue:12658,python -m pytest <changed_tests> -q
sphinx__hist__0284,03d684fe9f9f4a7405cd9aecdebaf82fc35d1f07,4a95555eae3f89c71cc2405b815c6546785419e0,2024-07-31T15:16:10+08:00,2024_plus,extensions,normal,sphinx/ext/intersphinx/_load.py,tests/test_extensions/test_ext_intersphinx.py,tests/test_extensions/test_ext_intersphinx.py,pr_or_issue:12514,python -m pytest <changed_tests> -q
sphinx__hist__0289,999baca135e88c7f37ea29172897409f521b52f4,4cf8f7a093a9fad4e81f90dce944f3415c55f1e6,2024-08-11T16:37:41+01:00,2024_plus,builders,normal,sphinx/builders/html/__init__.py;sphinx/util/fileutil.py,tests/test_util/test_util_fileutil.py,tests/test_util/test_util_fileutil.py,pr_or_issue:12726,python -m pytest <changed_tests> -q
sphinx__hist__0293,03b9134ee00e98df4f8b5f6d22f345cdafe31870,070f2c1db0827724844e85551904f1598d178f33,2024-08-12T03:49:58+01:00,2024_plus,environment,wide_changed_test_oracle,sphinx/environment/__init__.py;sphinx/environment/adapters/asset.py;sphinx/transforms/post_transforms/images.py,tests/conftest.py;tests/test_builders/test_build.py;tests/test_builders/test_build_epub.py;tests/test_builders/test_build_html.py;tests/test_builders/test_build_html_image.py;tests/test_builders/test_build_latex.py;tests/test_builders/test_build_texinfo.py;tests/test_extensions/test_ext_math.py;tests/test_intl/test_intl.py,tests/test_builders/test_build.py;tests/test_builders/test_build_epub.py;tests/test_builders/test_build_html.py;tests/test_builders/test_build_html_image.py;tests/test_builders/test_build_latex.py;tests/test_builders/test_build_texinfo.py;tests/test_extensions/test_ext_math.py;tests/test_intl/test_intl.py,pr_or_issue:12772,python -m pytest <changed_tests> -q
sphinx__hist__0298,e0f200934683a1356440218060235c259a5247d8,1fc780cd781bc71ac71bad1078c09ab71e0949a0,2024-08-18T14:34:20-05:00,2024_plus,builders,normal,sphinx/writers/latex.py,tests/test_builders/test_build_latex.py,tests/test_builders/test_build_latex.py,pr_or_issue:12652,python -m pytest <changed_tests> -q
sphinx__hist__0303,45b7ebdc17479d18d6b01bcd00c6064ae5e0cc69,cc85533b7556e81b944fe2adb89ec80eb54e3664,2024-09-22T07:55:09+01:00,2024_plus,builders,normal,sphinx/builders/html/__init__.py;sphinx/util/i18n.py,tests/test_util/test_util_i18n.py,tests/test_util/test_util_i18n.py,pr_or_issue:12907,python -m pytest <changed_tests> -q
sphinx__hist__0307,a84f7009acd4c51642e10a2cd15cea415860c0a7,5eb68b2bff559838e4bac2e30b4eabb2d1929d51,2024-10-04T09:48:47Z,2024_plus,config,normal,sphinx/config.py,tests/test_builders/test_build_html_copyright.py;tests/test_config/test_correct_year.py,tests/test_builders/test_build_html_copyright.py;tests/test_config/test_correct_year.py,pr_or_issue:12516,python -m pytest <changed_tests> -q
sphinx__hist__0312,cc1b13ccbfaa3c6818839f66d1bb0627203bd204,b2d69a7f41687e5c3ddd037ed101312892a69efe,2024-10-07T22:19:20+02:00,2024_plus,extensions,normal,sphinx/ext/intersphinx/_load.py,tests/test_extensions/test_ext_intersphinx.py,tests/test_extensions/test_ext_intersphinx.py,pr_or_issue:12905,python -m pytest <changed_tests> -q
sphinx__hist__0317,541bf7bc67db3e6752383af22c8d7cc4d1eb652f,90db3e1b8956bd67174b47f513c44480558bd962,2024-10-17T20:59:41+01:00,2024_plus,config,wide_changed_test_oracle,sphinx/cmd/make_mode.py;sphinx/config.py;sphinx/domains/_domains_container.py;sphinx/domains/c/_symbol.py;sphinx/theming.py;sphinx/util/i18n.py;sphinx/util/osutil.py;sphinx/util/typing.py,tests/test_builders/test_build_gettext.py;tests/test_builders/test_build_latex.py;tests/test_extensions/test_ext_autodoc.py;tests/test_extensions/test_ext_autodoc_configs.py;tests/test_extensions/test_ext_autosummary.py;tests/test_util/test_util_i18n.py;tests/test_util/test_util_inspect.py;tests/test_util/test_util_typing.py,tests/test_builders/test_build_gettext.py;tests/test_builders/test_build_latex.py;tests/test_extensions/test_ext_autodoc.py;tests/test_extensions/test_ext_autodoc_configs.py;tests/test_extensions/test_ext_autosummary.py;tests/test_util/test_util_i18n.py;tests/test_util/test_util_inspect.py;tests/test_util/test_util_typing.py,pr_or_issue:13000,python -m pytest <changed_tests> -q
sphinx__hist__0321,bf77a4087ac5e6915c2dd973c371bcbf9fc6e7d0,cb5318bdc819d45959c99b312c58442783864eb3,2024-10-20T22:03:24+01:00,2024_plus,environment,normal,sphinx/application.py;sphinx/environment/__init__.py;sphinx/util/i18n.py,tests/test_util/test_util_i18n.py,tests/test_util/test_util_i18n.py,pr_or_issue:13050,python -m pytest <changed_tests> -q
sphinx__hist__0326,e65bbb96ae0483ed7fb7065bce62a8a1a5d1cd0f,c7eaf175e6dbd969764de2939d5493aebeae8cff,2025-01-04T00:28:03Z,2024_plus,builders,wide_changed_test_oracle,sphinx/builders/__init__.py;sphinx/directives/__init__.py;sphinx/directives/code.py;sphinx/directives/patches.py;sphinx/domains/c/__init__.py;sphinx/domains/changeset.py;sphinx/domains/cpp/__init__.py;sphinx/environment/__init__.py;sphinx/ext/autodoc/__init__.py;sphinx/ext/autodoc/typehints.py;sphinx/ext/duration.py;sphinx/ext/intersphinx/_resolve.py;sphinx/testing/restructuredtext.py;sphinx/util/docutils.py,tests/test_environment/test_environment.py;tests/test_extensions/autodoc_util.py;tests/test_extensions/test_ext_autodoc.py;tests/test_markup/test_markup.py;tests/test_util/test_util_i18n.py,tests/test_environment/test_environment.py;tests/test_extensions/test_ext_autodoc.py;tests/test_markup/test_markup.py;tests/test_util/test_util_i18n.py,pr_or_issue:13151,python -m pytest <changed_tests> -q
sphinx__hist__0331,83bf8660590dbad420293983500065a1c835246f,56c9e32fbc41dfb6dd827117803865d566114309,2025-01-05T09:10:55Z,2024_plus,builders,wide_changed_test_oracle,sphinx/builders/__init__.py;sphinx/builders/changes.py;sphinx/builders/gettext.py;sphinx/builders/html/__init__.py;sphinx/builders/latex/__init__.py;sphinx/builders/texinfo.py;sphinx/directives/__init__.py;sphinx/domains/__init__.py;sphinx/domains/c/__init__.py;sphinx/domains/cpp/__init__.py;sphinx/domains/javascript.py;sphinx/domains/python/__init__.py;sphinx/domains/python/_object.py;sphinx/domains/rst.py;sphinx/domains/std/__init__.py;sphinx/environment/__init__.py;sphinx/environment/adapters/toctree.py;sphinx/environment/collectors/asset.py;sphinx/ext/autodoc/__init__.py;sphinx/ext/autosummary/__init__.py;sphinx/ext/graphviz.py;sphinx/ext/inheritance_diagram.py;sphinx/ext/intersphinx/_load.py;sphinx/ext/linkcode.py;sphinx/ext/viewcode.py;sphinx/search/__init__.py;sphinx/testing/restructuredtext.py;sphinx/transforms/post_transforms/__init__.py;sphinx/transforms/post_transforms/images.py;sphinx/util/docfields.py;sphinx/util/docutils.py;sphinx/writers/html5.py;sphinx/writers/latex.py;sphinx/writers/texinfo.py;sphinx/writers/xml.py,tests/test_directives/test_directive_object_description.py;tests/test_environment/test_environment_toctree.py;tests/test_extensions/test_ext_autodoc.py;tests/test_markup/test_markup.py;tests/test_markup/test_parser.py;tests/test_util/test_util_i18n.py,tests/test_directives/test_directive_object_description.py;tests/test_environment/test_environment_toctree.py;tests/test_extensions/test_ext_autodoc.py;tests/test_markup/test_markup.py;tests/test_markup/test_parser.py;tests/test_util/test_util_i18n.py,pr_or_issue:13212,python -m pytest <changed_tests> -q
sphinx__hist__0335,2a19d293b6ebd5a28ea4f6c148c4370ed8c01dee,72ce43619c12319e71d9edc0079fc3976dfa522f,2025-01-12T12:07:30+01:00,2024_plus,extensions,normal,sphinx/ext/autodoc/__init__.py;sphinx/util/inspect.py,tests/test_util/test_util_inspect.py,tests/test_util/test_util_inspect.py,pr_or_issue:13200,python -m pytest <changed_tests> -q
sphinx__hist__0340,fe06909e32669470c190484cdc202fc46b09879f,e18155fa106cf64d7b39dcc6506b60fd82703b10,2025-01-21T19:36:55Z,2024_plus,extensions,normal,sphinx/ext/autodoc/importer.py,tests/roots/test-ext-apidoc-duplicates/fish_licence/halibut.pyi;tests/test_extensions/test_ext_autodoc_importer.py,tests/test_extensions/test_ext_autodoc_importer.py,pr_or_issue:13253,python -m pytest <changed_tests> -q
sphinx__hist__0345,18bb8bcef5ce204fd9c9e17b348c915d07687790,7801540c08abf0b0c61cfd167e46711f75f0fee8,2025-01-27T18:01:31-08:00,2024_plus,extensions,normal,sphinx/ext/autodoc/__init__.py;sphinx/ext/autodoc/directive.py,tests/test_extensions/test_ext_autodoc.py,tests/test_extensions/test_ext_autodoc.py,pr_or_issue:12233,python -m pytest <changed_tests> -q
sphinx__hist__0349,5667050dd26d2429c3a00ee35603e1d0fa1e2484,82e9182d434a8527175d0ee7c7cb06f2febf9435,2025-01-29T02:34:46Z,2024_plus,domains,wide_changed_test_oracle,sphinx/domains/python/__init__.py;sphinx/domains/python/_object.py,tests/test_builders/test_build_latex.py;tests/test_domains/test_domain_py.py;tests/test_domains/test_domain_py_canonical.py;tests/test_domains/test_domain_py_fields.py;tests/test_domains/test_domain_py_pyobject.py,tests/test_builders/test_build_latex.py;tests/test_domains/test_domain_py.py;tests/test_domains/test_domain_py_canonical.py;tests/test_domains/test_domain_py_fields.py;tests/test_domains/test_domain_py_pyobject.py,pr_or_issue:13271,python -m pytest <changed_tests> -q
sphinx__hist__0354,c4b3dcbaf9f9a5d0895374981a9d222e6be094e2,b11303adb9771346f79f5ca7bab0f3a6f733a6eb,2025-02-07T19:38:33Z,2024_plus,builders,normal,sphinx/builders/gettext.py;sphinx/config.py,tests/test_config/test_config.py,tests/test_config/test_config.py,pr_or_issue:13318,python -m pytest <changed_tests> -q
sphinx__hist__0359,c49d925b4d861d28cc11356846f687c64069887d,bb68e72333b7d77682127a076d184be042e93732,2025-02-13T00:16:26Z,2024_plus,domains,normal,sphinx/domains/std/__init__.py;sphinx/writers/html5.py;sphinx/writers/latex.py;sphinx/writers/manpage.py;sphinx/writers/texinfo.py;sphinx/writers/text.py,tests/test_directives/test_directive_productionlist.py,tests/test_directives/test_directive_productionlist.py,pr_or_issue:13326,python -m pytest <changed_tests> -q
sphinx__hist__0363,179e24252b1a6c9ad6b9415402eda9a9f09d2b67,c85c63f736d264935b63997b2b5c61b30df6e834,2025-02-18T01:30:30+01:00,2024_plus,extensions,normal,sphinx/ext/apidoc/__init__.py;sphinx/ext/apidoc/_extension.py;sphinx/ext/apidoc/_shared.py,tests/roots/test-ext-apidoc/conf.py;tests/roots/test-ext-apidoc/src/exclude_package.py;tests/roots/test-ext-apidoc/src/my_package.py;tests/test_extensions/test_ext_apidoc.py,tests/test_extensions/test_ext_apidoc.py,pr_or_issue:13333,python -m pytest <changed_tests> -q
sphinx__hist__0368,d9b20d055308f12c9c3db2df2272000d1ac0e795,c0c041349302a783d160361d5bc0449be70f406a,2025-03-24T20:32:35+01:00,2024_plus,domains,normal,sphinx/domains/python/_annotations.py;sphinx/pycode/ast.py,tests/test_domains/test_domain_py.py;tests/test_pycode/test_pycode_ast.py,tests/test_domains/test_domain_py.py;tests/test_pycode/test_pycode_ast.py,pr_or_issue:13369,python -m pytest <changed_tests> -q
sphinx__hist__0373,d71d399d06aed77a01c18953d6192aab4b05eb89,fb628ccc3dfe72f36baa76a220c4f414e657ff38,2025-05-20T11:58:25+10:00,2024_plus,extensions,normal,sphinx/pycode/parser.py,tests/roots/test-ext-autodoc/target/final.py;tests/roots/test-ext-autodoc/target/overload3.py;tests/test_extensions/test_ext_autodoc.py,tests/test_extensions/test_ext_autodoc.py,pr_or_issue:13509,python -m pytest <changed_tests> -q
sphinx__hist__0377,3601161f0e95f0bb7e22682cdd5fe93f4ed11ed8,0521d835149063085aa5579eff746ffac2ae1766,2025-06-07T16:36:42+01:00,2024_plus,builders,normal,sphinx/builders/_epub_base.py;sphinx/util/rst.py;sphinx/writers/html5.py;sphinx/writers/manpage.py,tests/test_util/test_util_docutils_sphinx_directive.py,tests/test_util/test_util_docutils_sphinx_directive.py,pr_or_issue:13630,python -m pytest <changed_tests> -q
sphinx__hist__0382,97f946a598dfde8e9f84a15396e9805fef779f9a,9f5e80375e62723456e868362b5a218b0212a666,2025-06-10T00:56:29+01:00,2024_plus,directives,normal,sphinx/io.py;sphinx/registry.py;sphinx/testing/restructuredtext.py,tests/test_directives/test_directive_object_description.py,tests/test_directives/test_directive_object_description.py,pr_or_issue:13642,python -m pytest <changed_tests> -q
sphinx__hist__0387,97f2fb2e13cb78f3d1788bee8f0bc24b21986e5c,2b8f6dab31d5fef15f034b84be8e7e946b9fe961,2025-06-17T01:27:14+01:00,2024_plus,builders,normal,sphinx/__init__.py;sphinx/builders/html/__init__.py;sphinx/builders/latex/__init__.py;sphinx/builders/manpage.py;sphinx/builders/texinfo.py;sphinx/testing/restructuredtext.py;sphinx/util/docutils.py,tests/test_markup/test_markup.py;tests/test_search.py;tests/test_util/test_util_nodes.py,tests/test_markup/test_markup.py;tests/test_search.py;tests/test_util/test_util_nodes.py,pr_or_issue:13672,python -m pytest <changed_tests> -q
sphinx__hist__0391,9c4902f0908d6b896f7b07ec75fd23e3b53f6ff0,5cf62e55c96824545c157372d741b595d8c98c7f,2025-06-19T09:33:38+01:00,2024_plus,builders,normal,sphinx/builders/__init__.py,tests/test_builders/test_build_warnings.py,tests/test_builders/test_build_warnings.py,pr_or_issue:13679,python -m pytest <changed_tests> -q
sphinx__hist__0396,8949df498fdf70acd3412b85ce42f20d0b4a0cdc,7b4164a5f2b64781475e64daf2d05cce2a0261d8,2025-07-19T12:34:06+02:00,2024_plus,extensions,normal,sphinx/ext/intersphinx/_resolve.py,tests/test_extensions/test_ext_intersphinx.py;tests/test_util/intersphinx_data.py,tests/test_extensions/test_ext_intersphinx.py,pr_or_issue:13737,python -m pytest <changed_tests> -q
sphinx__hist__0401,ead64dfda8598a48c90f03f8dd80f68a16b9dfa7,dfe9c2c98c490cc26277bb0f5aa414a0ca85bd01,2025-07-29T04:33:05+02:00,2024_plus,extensions,normal,sphinx/ext/autodoc/_directive_options.py;sphinx/ext/autodoc/_documenters.py;sphinx/ext/autodoc/_sentinels.py;sphinx/ext/autodoc/directive.py;sphinx/ext/autodoc/typehints.py;sphinx/ext/autosummary/__init__.py,tests/test_extensions/autodoc_util.py;tests/test_extensions/test_ext_autodoc.py;tests/test_extensions/test_ext_autodoc_autoclass.py,tests/test_extensions/test_ext_autodoc.py;tests/test_extensions/test_ext_autodoc_autoclass.py,pr_or_issue:13783,python -m pytest <changed_tests> -q
sphinx__hist__0406,7715d6f50e6d9559787a1b10553fbc5b95aa03cf,ab5d43c0ba7ac426d7fa6de9dd9bd56adfeef196,2025-08-02T03:25:02+02:00,2024_plus,extensions,normal,sphinx/ext/autodoc/_documenters.py;sphinx/ext/autodoc/_property_types.py;sphinx/ext/autodoc/importer.py,tests/test_extensions/test_ext_autodoc.py,tests/test_extensions/test_ext_autodoc.py,pr_or_issue:13799,python -m pytest <changed_tests> -q
sphinx__hist__0410,fa172eab80eb1238ac64390eb15c6273acfba5c7,f92316a2f56ce66cc1b74a2939a5db723a1a2b71,2025-08-04T16:42:03-04:00,2024_plus,domains,normal,sphinx/domains/python/__init__.py,tests/roots/test-ext-autodoc-type-alias-xref/alias_module.py;tests/roots/test-ext-autodoc-type-alias-xref/conf.py;tests/test_extensions/test_ext_autodoc_type_alias_nitpicky.py,tests/test_extensions/test_ext_autodoc_type_alias_nitpicky.py,"pr_or_issue:10785, pr_or_issue:13808",python -m pytest <changed_tests> -q
sphinx__hist__0415,eaebbec4d165efcb5048fc06431e3bf796c9d224,463fae68e573bed20276007bb89b28d36a8d0069,2025-09-01T20:10:06+02:00,2024_plus,builders,normal,sphinx/builders/html/__init__.py,tests/test_builders/test_build_html.py,tests/test_builders/test_build_html.py,pr_or_issue:13863,python -m pytest <changed_tests> -q
sphinx__hist__0420,5e0b3ef9e17be10dab6ded07c69cf9ed4d11e633,046151a2d5ae1f00f40e2176c35a50f997afd314,2025-10-06T21:09:04+01:00,2024_plus,extensions,normal,sphinx/ext/autodoc/_documenters.py;sphinx/ext/autodoc/_property_types.py;sphinx/ext/autodoc/_renderer.py;sphinx/ext/autodoc/importer.py;sphinx/util/inspect.py,tests/test_ext_autodoc/test_ext_autodoc.py;tests/test_ext_autodoc/test_ext_autodoc_autoclass.py,tests/test_ext_autodoc/test_ext_autodoc.py;tests/test_ext_autodoc/test_ext_autodoc_autoclass.py,pr_or_issue:13931,python -m pytest <changed_tests> -q
sphinx__hist__0424,f1941789674e08cb3088ca3452998c3e4bd3088a,a8f2b9629b012126a2a8fa2103f7dab360bfea0b,2025-10-17T01:56:54+01:00,2024_plus,extensions,normal,sphinx/ext/autodoc/_documenters.py;sphinx/ext/autosummary/__init__.py,tests/test_ext_autodoc/test_ext_autodoc.py,tests/test_ext_autodoc/test_ext_autodoc.py,pr_or_issue:13961,python -m pytest <changed_tests> -q
sphinx__hist__0429,6083b5a550d0075af75212c2bfca8c46f08bf30f,90192fc7635dba51933ea56f779cf5ca77a29bc9,2025-10-21T18:13:12+01:00,2024_plus,extensions,normal,sphinx/ext/autodoc/_directive_options.py;sphinx/ext/autodoc/_documenters.py;sphinx/ext/autodoc/_member_finder.py;sphinx/ext/autodoc/directive.py;sphinx/ext/autosummary/__init__.py,tests/test_ext_autodoc/autodoc_util.py;tests/test_ext_autodoc/test_ext_autodoc.py,tests/test_ext_autodoc/test_ext_autodoc.py,pr_or_issue:13982,python -m pytest <changed_tests> -q
sphinx__hist__0434,54e80f70ae29fa8a9c72aab0c6b708636295d82a,48f67398389b8b338779bbd46becb15940e5036d,2025-11-02T21:40:48Z,2024_plus,extensions,normal,sphinx/ext/autodoc/_docstrings.py;sphinx/ext/autodoc/_generate.py;sphinx/ext/autodoc/_member_finder.py;sphinx/ext/autodoc/_property_types.py;sphinx/ext/autodoc/importer.py;sphinx/ext/autosummary/__init__.py,tests/test_ext_autodoc/test_ext_autodoc.py,tests/test_ext_autodoc/test_ext_autodoc.py,pr_or_issue:14015,python -m pytest <changed_tests> -q
sphinx__hist__0438,4d2bd1e86243b005fde6fe238a1e58bb2c910512,6de23cd95e4bd31b5bd9541afbef99d459f8859e,2025-11-04T21:32:15Z,2024_plus,extensions,normal,sphinx/ext/autodoc/__init__.py;sphinx/ext/autodoc/_names.py;sphinx/ext/autodoc/_signatures.py;sphinx/ext/autodoc/importer.py,tests/test_ext_autodoc/test_ext_autodoc.py;tests/test_ext_autodoc/test_ext_autodoc_names.py,tests/test_ext_autodoc/test_ext_autodoc.py;tests/test_ext_autodoc/test_ext_autodoc_names.py,pr_or_issue:14033,python -m pytest <changed_tests> -q
